team,team_abbr,opponent,week,home,line,home_team,away_team,spread,team_id,team_nick,team_color,team_color2,team_color3,team_color4,team_logo_wikipedia,team_logo_espn,team_wordmark
Arizona Cardinals,ARI,TEN,1,1,3.5,ARI,TEN,ARI +3.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,MIN,2,0,-1,MIN,ARI,ARI -1,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,JAX,3,1,-2.5,ARI,JAX,ARI -2.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,LAR,4,1,5.5,ARI,LAR,ARI +5.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,SF,5,0,0.5,SF,ARI,ARI +0.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,CLE,6,1,4.5,ARI,CLE,ARI +4.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,HOU,7,0,-9.5,HOU,ARI,ARI -9.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,GB,8,0,3.5,GB,ARI,ARI +3.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,SF,9,1,4.5,ARI,SF,ARI +4.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,CAR,10,0,-3.5,CAR,ARI,ARI -3.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,SEA,11,1,4.5,ARI,SEA,ARI +4.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,Bye,12,1,0,Bye,Bye,Bye,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,CHI,13,0,0,ARI,CHI,PK,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,LAR,14,0,1.5,LAR,ARI,ARI +1.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,DET,15,1,-4,ARI,DET,ARI -4,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,IND,16,0,0,IND,ARI,PK,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,DAL,17,1,3.5,ARI,DAL,ARI +3.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Arizona Cardinals,ARI,SEA,18,0,0.5,SEA,ARI,ARI +0.5,3800,Cardinals,#97233f,#000000,#ffb612,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png
Atlanta Falcons,ATL,PHI,1,0,-3.5,PHI,ATL,ATL -3.5,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,TB,2,1,9.5,ATL,TB,ATL +9.5,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,NYG,3,1,1,ATL,NYG,ATL +1,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,WAS,4,0,0.5,WAS,ATL,ATL +0.5,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,NYJ,5,0,-4.5,NYJ,ATL,ATL -4.5,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,Bye,6,1,0,Bye,Bye,Bye,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,MIA,7,1,4.5,ATL,MIA,ATL +4.5,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,CAR,8,0,-2,CAR,ATL,ATL -2,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,NO,9,1,6,ATL,NO,ATL +6,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,DAL,10,1,5,ATL,DAL,ATL +5,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,NE,11,0,1,NE,ATL,ATL +1,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,JAX,12,1,-1,ATL,JAX,ATL -1,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,TB,13,0,5.5,TB,ATL,ATL +5.5,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,CAR,14,1,2,ATL,CAR,ATL +2,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,SF,15,1,6,ATL,SF,ATL +6,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,DET,16,0,-6.5,DET,ATL,ATL -6.5,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,BUF,17,1,8.5,ATL,BUF,ATL +8.5,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Atlanta Falcons,ATL,NO,18,0,2,NO,ATL,ATL +2,0200,Falcons,#a71930,#000000,#a5acaf,#a30d2d,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png
Baltimore Ravens,BAL,LV,1,1,-5,BAL,LV,BAL -5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,KC,2,0,0,KC,BAL,PK,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,DET,3,1,-9.5,BAL,DET,BAL -9.5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,DEN,4,1,-6,BAL,DEN,BAL -6,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,IND,5,0,-5.5,IND,BAL,BAL -5.5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,LAC,6,0,-7,LAC,BAL,BAL -7,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,CIN,7,0,-10.5,CIN,BAL,BAL -10.5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,Bye,8,1,0,Bye,Bye,Bye,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,MIN,9,0,-6.5,MIN,BAL,BAL -6.5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,MIA,10,1,-2.5,BAL,MIA,BAL -2.5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,CHI,11,1,-5.5,BAL,CHI,BAL -5.5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,CLE,12,0,-5,CLE,BAL,BAL -5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,PIT,13,1,-1.5,BAL,PIT,BAL -1.5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,CLE,14,1,-1,BAL,CLE,BAL -1,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,GB,15,0,-2,GB,BAL,BAL -2,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,CIN,16,1,-6.5,BAL,CIN,BAL -6.5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,LAR,17,0,-4,LAR,BAL,BAL -4,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Baltimore Ravens,BAL,PIT,18,0,-5.5,PIT,BAL,BAL -5.5,0325,Ravens,#241773,#000000,#9e7c0c,#c60c30,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png
Buffalo Bills,BUF,PIT,1,0,-5,PIT,BUF,BUF -5,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,MIA,2,1,-2,BUF,MIA,BUF -2,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,WAS,3,0,-6,WAS,BUF,BUF -6,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,HOU,4,0,-14.5,HOU,BUF,BUF -14.5,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,KC,5,1,4.5,BUF,KC,BUF +4.5,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,TEN,6,1,-1.5,BUF,TEN,BUF -1.5,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,Bye,7,1,0,Bye,Bye,Bye,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,MIA,8,0,-6,MIA,BUF,BUF -6,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,JAX,9,1,-7.5,BUF,JAX,BUF -7.5,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,NYJ,10,1,-7,BUF,NYJ,BUF -7,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,IND,11,0,-5,IND,BUF,BUF -5,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,NO,12,1,-0.5,BUF,NO,BUF -0.5,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
Buffalo Bills,BUF,NE,13,0,-5.5,NE,BUF,BUF -5.5,0610,Bills,#00338d,#c60c30,#0c2e82,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png
