player,season,position,team_name,player_game_count,qb_sack_rate,pass_rush_snaps,pressures,sacks,expected_sacks,sacks_over_expected,snaps_per_xsack
Vic Beasley Jr.,2016,ED,ATL,16,0.1578900121356153,445,56,16,9.216907845217836,6.783092154782164,48.28083425298506
Jerry Hughes,2016,ED,BUF,16,0.16898931714228718,425,50,6,9.056188819048632,-3.056188819048632,46.92923353210815
Frank Clark,2016,ED,SEA,15,0.16674495470327885,399,54,11,9.031988263850602,1.968011736149398,44.176319581475475
Brian Orakpo,2016,ED,TEN,16,0.1462634119436167,422,62,11,9.01471878103868,1.9852812189613207,46.81233106102252
Leonard Williams,2016,DI,NYJ,16,0.1687887433767905,496,55,8,9.013568341270638,-1.0135683412706378,55.028151029704084
Markus Golden,2016,ED,ARZ,16,0.16735501893499413,424,53,13,8.880478590131752,4.119521409868248,47.74517450795515
Malik Jackson,2016,DI,JAX,16,0.16631175975570664,431,55,6,8.733859629746362,-2.7338596297463624,49.34817117189191
Trent Murphy,2016,ED,WAS,16,0.16081685191943237,370,55,10,8.677816323863937,1.3221836761360635,42.637454653482635
Gerald McCoy,2016,DI,TB,15,0.16653248270252632,490,49,8,8.634980107209994,-0.6349801072099943,56.745932696574734
Mario Addison,2016,ED,CAR,14,0.16508704221063322,294,52,10,8.582720805221813,1.417279194778187,34.25487169769375
Bruce Irvin,2016,ED,OAK,16,0.1579843304830304,423,55,7,8.495796869300245,-1.4957968693002446,49.78932600525327
Robert Ayers,2016,ED,TB,12,0.1610230288524111,352,53,7,8.429723386326733,-1.4297233863267333,41.75700481120824
Danielle Hunter,2016,ED,MIN,16,0.15621865197244092,386,55,13,8.401974921567314,4.598025078432686,45.941579640896514
Andre Branch,2016,ED,MIA,16,0.17597031152841455,429,46,7,8.361193482712585,-1.3611934827125847,51.308464621347504
Jadeveon Clowney,2016,ED,HST,14,0.17434149789280592,445,49,6,8.352379419761839,-2.3523794197618386,53.27823098494834
DeForest Buckner,2016,DI,SF,15,0.1665982895470899,494,48,6,8.309623834346006,-2.309623834346006,59.449141122147964
Lorenzo Alexander,2016,ED,BUF,16,0.16883779513474592,364,49,13,8.093868588255678,4.906131411744322,44.97231404623611
Akiem Hicks,2016,DI,CHI,16,0.15867719263761582,511,49,8,8.08708109878118,-0.08708109878118009,63.18719866393003
Kawann Short,2016,DI,CAR,16,0.16024257293097804,502,49,7,8.06565515413413,-1.0656551541341308,62.23920938929493
Stephon Tuitt,2016,DI,PIT,13,0.16394568773420948,464,46,4,7.928058764435827,-3.9280587644358267,58.52630685350615
Yannick Ngakoue,2016,ED,JAX,16,0.16232510557793992,445,47,8,7.7985717193279465,0.20142828067205354,57.06173079066695
Nick Fairley,2016,DI,NO,16,0.16631498087451724,457,47,7,7.713317208286256,-0.7133172082862558,59.24817917627638
Dwight Freeney,2016,ED,ATL,15,0.16409503493464725,332,46,4,7.660143422464113,-3.660143422464113,43.34122505152812
Dee Ford,2016,ED,KC,15,0.14390742994544967,424,52,11,7.65153179638712,3.34846820361288,55.413740840782125
Michael Bennett,2016,ED,SEA,11,0.17289218327013345,314,42,5,7.601877570747944,-2.601877570747944,41.305584979199516
Terrell Suggs,2016,ED,BLT,15,0.15869591913023506,427,45,8,7.4706549971860055,0.5293450028139945,57.15696952420362
Brian Robison,2016,ED,MIN,16,0.1543940028619159,480,49,8,7.417638029644556,0.5823619703554437,64.71062595420297
Kerry Hyder,2016,ED,DET,16,0.14725958360912544,385,51,8,7.356032715065924,0.6439672849340763,52.337994529507704
Shane Ray,2016,ED,DEN,16,0.16610337757126267,327,45,10,7.340654534852887,2.659345465147113,44.54643634943289
Jurrell Casey,2016,DI,TEN,15,0.14518365239125042,444,51,5,7.2817995721413045,-2.2817995721413045,60.97393859872969
Chris Baker,2016,DI,WAS,16,0.15914937774149954,456,42,6,7.1849228310861095,-1.1849228310861095,63.466234881059776
Charles Johnson,2016,ED,CAR,13,0.16687417036195817,315,44,4,7.163718174795592,-3.1637181747955916,43.97157904791364
Nick Perry,2016,ED,GB,14,0.15592767263784127,372,46,11,7.061163497709536,3.9388365022904637,52.6825359759291
Jabaal Sheard,2016,ED,NE,15,0.17734269892545163,316,39,6,7.048527594904507,-1.048527594904507,44.832058290931776
Emmanuel Ogbah,2016,ED,CLV,16,0.15223577011158831,462,46,6,7.0061063622047195,-1.0061063622047195,65.94247590820407
Dante Fowler Jr.,2016,ED,JAX,16,0.1633977814332746,367,39,4,6.888994423056199,-2.8889944230561992,53.27337742816548
Mike Daniels,2016,DI,GB,16,0.15202251049452958,383,43,4,6.828460062824584,-2.8284600628245844,56.088780849012174
William Hayes,2016,ED,LA,14,0.16959412982473696,302,39,5,6.820296529708752,-1.8202965297087523,44.2795996749567
Sheldon Richardson,2016,ED,NYJ,15,0.1656993287113807,405,40,2,6.79409787834649,-4.79409787834649,59.61056305808869
Vinny Curry,2016,ED,PHI,16,0.1667998104562024,282,40,3,6.632928077734051,-3.632928077734051,42.5151602271462
Noah Spence,2016,ED,TB,16,0.16014905600761156,383,40,6,6.610629799453562,-0.6106297994535623,57.9369911217323
Willie Young,2016,ED,CHI,16,0.15888541213211518,367,41,8,6.521541707182465,1.4784582928175354,56.275036866789726
Tamba Hali,2016,ED,KC,16,0.14728544639787752,365,43,4,6.516563118559209,-2.5165631185592092,56.011120180893805
Kyle Williams,2016,DI,BUF,15,0.16742738312836383,430,38,6,6.357213832134563,-0.3572138321345628,67.63969426770387
Adrian Clayborn,2016,ED,ATL,13,0.14906764602120978,421,40,5,6.164533136229338,-1.1645331362293376,68.29389845043696
Chris Jones,2016,DI,KC,15,0.15249228358877961,310,40,2,6.145925904533336,-4.145925904533336,50.439918218236066
Michael Johnson,2016,ED,CIN,16,0.15250665502675695,467,41,5,6.090650646650272,-1.0906506466502721,76.67489519479172
Trey Flowers,2016,ED,NE,16,0.16925185801714054,356,35,7,6.006802376175222,0.9931976238247779,59.26614156843293
Tyrone Crawford,2016,ED,DAL,14,0.14998024748545144,396,38,5,5.95238196416547,-0.95238196416547,66.52798869158586
Ahmad Brooks,2016,ED,SF,16,0.16129292331745038,362,37,4,5.946656014479275,-1.9466560144792746,60.87454850567793
Derek Wolfe,2016,DI,DEN,14,0.1588382990381074,369,38,8,5.834577663488481,2.1654223365115186,63.24365211712268
James Harrison,2016,ED,PIT,15,0.16715094241461384,231,36,5,5.796405850947141,-0.7964058509471412,39.85228190366523
Julius Peppers,2016,ED,GB,16,0.15274927610168182,377,37,8,5.792949972992868,2.2070500270071323,65.07910507730949
Muhammad Wilkerson,2016,ED,NYJ,15,0.17295242979635814,445,32,5,5.748938364942371,-0.7489383649423713,77.40559591204816
Grady Jarrett,2016,DI,ATL,16,0.16386855353786603,353,34,3,5.739676551529173,-2.7396765515291728,61.50172345616814
Leonard Floyd,2016,ED,CHI,12,0.16137849658638503,250,35,7,5.6579148768585465,1.3420851231414535,44.18588922617512
Ethan Westbrooks,2016,ED,LA,16,0.1597311328885561,304,34,2,5.438089488859161,-3.438089488859161,55.90198554525354
David Irving,2016,DI,DAL,15,0.14800291566768026,343,37,5,5.431792455703993,-0.4317924557039934,63.14674258951323
Corey Liuget,2016,DI,SD,16,0.16799107627172308,469,33,0,5.303850333920563,-5.303850333920563,88.42632624841038
Tom Johnson,2016,DI,MIN,14,0.15622922661182678,338,35,2,5.23838882485063,-3.23838882485063,64.52365628082941
Linval Joseph,2016,DI,MIN,16,0.15557340668818428,358,33,5,5.229722163918074,-0.22972216391807443,68.45487939492921
Erik Walden,2016,ED,IND,16,0.16068030190428015,329,31,11,5.195476475592948,5.804523524407052,63.324317133483305
Preston Smith,2016,ED,WAS,16,0.15901560940296974,389,34,5,5.046258376083222,-0.04625837608322225,77.08681779824599
Cassius Marsh,2016,ED,SEA,16,0.1707738009868913,255,28,3,5.034691245809528,-2.034691245809528,50.64858748036267
Alex Okafor,2016,ED,ARZ,14,0.1705535863285471,165,29,4,5.006154555490056,-1.0061545554900562,32.95942987198645
Ezekiel Ansah,2016,ED,DET,12,0.15080796246799438,304,35,2,4.978359879420008,-2.978359879420008,61.064287709834424
Malcom Brown,2016,DI,NE,16,0.17350342762772833,328,26,3,4.963771902727796,-1.963771902727796,66.0787817062566
Karl Klug,2016,DI,TEN,14,0.14613974990291734,257,31,2,4.949234612772236,-2.949234612772236,51.92722109733357
Kony Ealy,2016,ED,CAR,16,0.15919895841503676,366,31,5,4.885043547021253,0.11495645297874724,74.92256649854747
Connor Barwin,2016,ED,PHI,16,0.1654251573142643,424,30,5,4.739496596420378,0.2605034035796221,89.46097784313982
Timmy Jernigan,2016,DI,BLT,16,0.16330366986981407,408,28,5,4.738680378895796,0.2613196211042039,86.09991967744233
Za'Darius Smith,2016,ED,BLT,13,0.15879554756808786,286,26,1,4.7331204006181515,-3.7331204006181515,60.42525348872343
Jared Crick,2016,DI,DEN,16,0.16433118854671752,487,30,2,4.699427323490798,-2.6994273234907977,103.62964814152076
Datone Jones,2016,ED,GB,15,0.14694994376918052,310,33,1,4.695825615022733,-3.6958256150227333,66.01608011342202
Cornelius Washington,2016,DI,CHI,15,0.15764340002701674,224,29,2,4.6115741097324054,-2.6115741097324054,48.573436026380584
Dontari Poe,2016,DI,KC,16,0.143983354385903,479,32,2,4.604650976192991,-2.604650976192991,104.02525674074545
Devin Taylor,2016,ED,DET,16,0.1481920959413718,397,33,5,4.6018230094542885,0.39817699054571154,86.27015840991213
Jordan Phillips,2016,DI,MIA,16,0.17854926732411716,314,26,0,4.595392627273018,-4.595392627273018,68.32930838954947
Robert Mathis,2016,ED,IND,14,0.15670403705110686,323,26,5,4.495885669813406,0.504114330186594,71.84346394053334
John Simon,2016,ED,HST,11,0.1853717996874451,191,24,4,4.490391417139444,-0.4903914171394437,42.5352674760087
Clay Matthews,2016,ED,GB,12,0.14795595444762313,273,31,5,4.475592443044088,0.5244075569559117,60.99751116174425
Maliek Collins,2016,DI,DAL,16,0.15803444490710378,410,27,6,4.469650901258234,1.530349098741766,91.72975900300905
Bobby Wagner,2016,LB,SEA,16,0.16897358024289866,82,24,4,4.426634601341277,-0.4266346013412772,18.524230569009212
Jihad Ward,2016,DI,OAK,16,0.1621015142182518,367,27,0,4.422142774284606,-4.422142774284606,82.99144074093617
Paul Kruger,2016,ED,NO,15,0.1652572953336968,308,27,2,4.3969857484986985,-2.3969857484986985,70.04798687490928
Lawrence Timmons,2016,LB,PIT,15,0.17500231815060494,126,22,3,4.32583412882716,-1.32583412882716,29.127330417119275
Brooks Reed,2016,ED,ATL,15,0.16258853649858254,233,27,3,4.266416458270592,-1.2664164582705917,54.61257762315296
DaQuan Jones,2016,DI,TEN,16,0.14635223138890963,420,27,2,4.171692983990324,-2.171692983990324,100.67854983859813
Johnathan Hankins,2016,DI,NYG,16,0.16998308553310845,398,22,5,4.033015829173548,0.9669841708264517,98.68545447329889
Lorenzo Mauldin,2016,ED,NYJ,11,0.1733949587854927,226,23,3,3.9969508854821356,-0.9969508854821356,56.54310159799188
Jamie Meder,2016,DI,CLV,16,0.15266478685891713,330,26,1,3.988087298556901,-2.988087298556901,82.74643338911144
DeMarcus Ware,2016,ED,DEN,10,0.1588596081530759,190,26,5,3.9730741397764824,1.0269258602235176,47.82191152634495
Rob Ninkovich,2016,ED,NE,12,0.17852733515519567,200,22,4,3.9569205256549136,0.04307947434508641,50.544356072680486
Elvis Dumervil,2016,ED,BLT,8,0.16065508408133047,193,25,3,3.9167833493658257,-0.9167833493658257,49.27512777321447
Lawrence Guy,2016,DI,BLT,16,0.1669122993400948,278,22,1,3.902546489014159,-2.902546489014159,71.23553832928891
Jason Jones,2016,ED,MIA,14,0.1788786263988377,276,23,4,3.898220473602164,0.10177952639783605,70.80153671887143
Mario Williams,2016,ED,MIA,13,0.18138299645790462,233,22,2,3.8475628583091677,-1.8475628583091677,60.55781505864549
Sen'Derrick Marks,2016,DI,JAX,16,0.169245029523718,326,22,4,3.845728814965112,0.1542711850348879,84.76936770253194
Dont'a Hightower,2016,LB,NE,13,0.16766696701510284,132,20,4,3.8276702086998067,0.17232979130019332,34.48572964828078
Benardrick McKinney,2016,LB,HST,16,0.17930051385560783,155,20,5,3.7743146626783557,1.2256853373216443,41.06705822190453
Jordan Jenkins,2016,ED,NYJ,14,0.16635827186073085,151,20,3,3.7532415576199423,-0.7532415576199423,40.231889603117956
Javon Hargrave,2016,DI,PIT,15,0.17823102419212006,276,21,2,3.749732537444882,-1.7497325374448822,73.60524977284649
Robert Quinn,2016,ED,LA,9,0.1690395327418245,246,22,4,3.7325196483839966,0.26748035161600336,65.90722170920287
Damon Harrison Sr.,2016,DI,NYG,16,0.16941600037793186,331,20,2,3.7049344124452275,-1.7049344124452275,89.34031298587621
Star Lotulelei,2016,DI,CAR,16,0.15983259983612963,441,23,4,3.667049115563302,0.33295088443669796,120.26018362512639
Demarcus Lawrence,2016,ED,DAL,9,0.1593173940407419,233,20,1,3.629380571958904,-2.629380571958904,64.1982827042692
Denico Autry,2016,DI,OAK,16,0.15920069951780877,395,22,3,3.6266362976967463,-0.6266362976967463,108.91635321988643
Arik Armstead,2016,DI,SF,8,0.146430106232254,167,24,3,3.5797719265502956,-0.5797719265502956,46.651016720199884
Arthur Moats,2016,ED,PIT,13,0.17193767153749737,188,21,4,3.47450885385654,0.5254911461434602,54.108366939784574
William Gholston,2016,ED,TB,14,0.1576162021929963,295,18,3,3.4604610961051643,-0.4604610961051643,85.2487549511913
Thomas Davis Sr.,2016,LB,CAR,16,0.16417140989383716,102,20,3,3.419100894899015,-0.41910089489901514,29.832404230063712
Clinton McDonald,2016,DI,TB,12,0.17389925451301383,254,19,4,3.37901940903291,0.6209805909670898,75.16973691272638
T.Y. McGill,2016,DI,IND,13,0.16744675733514303,224,20,2,3.331931409049374,-1.331931409049374,67.22827468525499
Pernell McPhee,2016,ED,CHI,9,0.1573413345954925,135,21,4,3.315750781894712,0.6842492181052879,40.71476081289114
Kevin Minter,2016,LB,ARZ,16,0.164101343691511,118,20,3,3.3107514307894585,-0.31075143078945855,35.64145556281238
Darryl Tapp,2016,ED,NO,15,0.16752042755314903,143,20,1,3.292968856281268,-2.292968856281268,43.42585862214596
D.J. Reader,2016,DI,HST,16,0.17230865593063904,181,17,2,3.2887462539214543,-1.2887462539214543,55.036170633163984
Matthew Judon,2016,ED,BLT,14,0.16644451151046305,171,20,4,3.2769200588881517,0.7230799411118483,52.18314665204855
Alan Branch,2016,DI,NE,16,0.17158894724237142,334,17,2,3.2242531919312025,-1.2242531919312025,103.58987961486578
Carl Nassib,2016,ED,CLV,14,0.15402210147175208,343,20,3,3.222591947073519,-0.22259194707351915,106.43606315453097
Cameron Heyward,2016,DI,PIT,7,0.16771061121816572,220,19,3,3.196672936375362,-0.1966729363753621,68.82155427807176
Sylvester Williams,2016,DI,DEN,16,0.16406312408629461,288,21,1,3.171240296438665,-2.171240296438665,90.81620220436368
Ra'Shede Hageman,2016,DI,ATL,12,0.17912233692669954,134,18,2,3.1579715733385716,-1.1579715733385716,42.432300889376506
Shaquil Barrett,2016,ED,DEN,16,0.17105704215811057,143,19,2,3.150960938231117,-1.1509609382311168,45.382980875756964
Devon Kennard,2016,LB,NYG,16,0.18041869398080138,165,18,2,3.112740370289085,-1.1127403702890848,53.007954526151565
Jack Crawford,2016,ED,DAL,16,0.15199770207345925,309,18,4,3.0985017839090254,0.9014982160909746,99.72561629774827
Ryan Shazier,2016,LB,PIT,13,0.18001961904258662,108,18,3,3.094807374822367,-0.09480737482236679,34.89716383598798
Dan Williams,2016,DI,OAK,16,0.16108945424390866,181,19,1,3.0461268855202523,-2.0461268855202523,59.41971782606382
Dominique Easley,2016,DI,LA,16,0.16462497326424397,260,18,4,3.0192147378009953,0.9807852621990047,86.11510693319136
Eli Harold,2016,ED,SF,16,0.15763007551045022,245,18,3,3.0078262238006346,-0.00782622380063458,81.45417380210964
Tenny Palepoi,2016,DI,SD,13,0.15607219287854812,232,19,0,2.990001182782022,-2.990001182782022,77.59194255038305
Ziggy Hood,2016,DI,WAS,16,0.1585682726348103,361,17,1,2.8856000876318806,-1.8856000876318806,125.10396071420317
Paul Posluszny,2016,LB,JAX,15,0.16874122067049194,79,17,2,2.866093374327755,-0.8660933743277548,27.563651871087256
Trent Cole,2016,ED,IND,7,0.1617517817166495,135,17,2,2.8279588829907714,-0.8279588829907714,47.73761061802558
Eugene Sims,2016,ED,LA,16,0.1592627323425983,293,18,3,2.818725364378613,0.1812746356213868,103.94769341588258
Jarvis Jones,2016,ED,PIT,13,0.18150325519023064,213,15,1,2.794589860799561,-1.7945898607995612,76.21869777308163
Anthony Barr,2016,LB,MIN,16,0.15577973702607892,116,17,1,2.7504351732209806,-1.7504351732209806,42.17514418424001
Bud Dupree,2016,ED,PIT,6,0.20459351011203752,140,12,4,2.7371912198097657,1.2628087801902343,51.14732174602327
Brandon Mebane,2016,DI,SD,10,0.15790056379964443,162,16,2,2.736763720043904,-0.7367637200439039,59.194003053139404
Sam Acho,2016,ED,CHI,14,0.16096328839904678,203,17,0,2.7286444235833476,-2.7286444235833476,74.39591551229441
Kasim Edebali,2016,ED,NO,16,0.15983223215874762,162,16,1,2.7089543136492282,-1.7089543136492282,59.8016729864189
Antonio Smith,2016,DI,HST,13,0.1688023569814159,183,16,1,2.7015515447511382,-1.7015515447511382,67.73885190365954
Beau Allen,2016,DI,PHI,16,0.15849446044417015,212,18,1,2.7008315191551,-1.7008315191550998,78.4943446106997
Benson Mayowa,2016,ED,DAL,13,0.151409814533456,233,17,7,2.6868980911578317,4.313101908842168,86.71709610675863
Dannell Ellerbe,2016,LB,NO,9,0.17606887145721045,93,14,5,2.659222343546335,2.340777656453665,34.97263033521873
K.J. Wright,2016,LB,SEA,16,0.1729522037066273,73,15,0,2.658765716097369,-2.658765716097369,27.456349221755428
Courtney Upshaw,2016,ED,ATL,13,0.16753919015220448,207,17,2,2.6541386055613985,-0.6541386055613985,77.99140540974714
Michael Pierce,2016,DI,BLT,16,0.15866084722496543,164,14,2,2.615984393039461,-0.6159843930394611,62.69150551370515
Earl Mitchell,2016,DI,MIA,9,0.17685258243749521,159,15,0,2.6042414842471393,-2.6042414842471393,61.05424591451255
Christian Kirksey,2016,LB,CLV,16,0.1552264579969555,77,16,2,2.6032413099560405,-0.6032413099560405,29.57851033844429
Brandon Williams,2016,DI,BLT,16,0.15975432519080515,299,16,1,2.603108768753854,-1.603108768753854,114.86266098021545
Bennie Logan,2016,DI,PHI,13,0.17570834912437666,265,17,3,2.5758090124860784,0.4241909875139216,102.8802984675605
Marcell Dareus,2016,DI,BUF,8,0.15206465211692868,193,13,5,2.569104814166,2.430895185834,75.12344336276252
Justin Houston,2016,ED,KC,5,0.14547588670524042,136,17,5,2.559694003357681,2.440305996642319,53.131350787086994
Danny Shelton,2016,DI,CLV,16,0.15125534804783372,314,16,2,2.4584773347961595,-0.4584773347961595,127.72133204393963
Will Clarke,2016,ED,CIN,16,0.15553493665113213,238,14,4,2.4143604984132288,1.5856395015867712,98.57682817309961
Preston Brown,2016,LB,BUF,16,0.16202175589061876,88,16,1,2.39914885082533,-1.39914885082533,36.679674947941294
Romeo Okwara,2016,DI,NYG,16,0.1631250240772009,241,15,1,2.3972696907595616,-1.3972696907595616,100.53103367090938
Vince Wilfork,2016,DI,HST,15,0.18266684725159318,233,13,0,2.358112239076823,-2.358112239076823,98.80784982958112
Tyson Alualu,2016,DI,JAX,14,0.17749624587114685,209,13,3,2.354920582481272,0.645079417518728,88.75033899435635
Lavonte David,2016,LB,TB,15,0.1601466601414994,97,14,4,2.346718387998544,1.653281612001456,41.33431625033152
Leger Douzable,2016,DI,BUF,16,0.16781745697884562,228,14,2,2.3407216186589714,-0.34072161865897144,97.40585902334855
Henry Anderson,2016,DI,IND,11,0.15072578331395736,180,15,0,2.3200842411985794,-2.3200842411985794,77.5833897768342
Ronald Blair III,2016,DI,SF,15,0.16060191599731688,205,15,3,2.306340954287719,0.6936590457122809,88.88538341171302
Haloti Ngata,2016,DI,DET,13,0.14835826569497437,313,15,1,2.259550592374366,-1.259550592374366,138.52312094994758
Tyrunn Walker,2016,DI,DET,15,0.15125620083833308,179,14,0,2.2286920388931932,-2.2286920388931932,80.3161661083038
Terrell McClain,2016,DI,DAL,15,0.15088236758774182,279,13,3,2.2181656957892995,0.7818343042107005,125.77960272743387
Sheldon Rankins,2016,DI,NO,9,0.175553105288798,231,13,4,2.1806231720541285,1.8193768279458715,105.93302087237748
Marcus Smith,2016,ED,PHI,16,0.16249623025466584,128,11,2,2.1535821777315642,-0.15358217773156424,59.43585590721521
Ryan Russell,2016,ED,TB,8,0.1696350464710218,131,12,1,2.1467656918985845,-1.1467656918985845,61.02202978851619
Ahtyba Rubin,2016,DI,SEA,16,0.17113561202656755,279,13,1,2.144545807232654,-1.144545807232654,130.09747754468566
Wes Horton,2016,ED,CAR,11,0.15275016116342413,189,15,2,2.140467947935131,-0.14046794793513095,88.29844902948663
Margus Hunt,2016,ED,CIN,15,0.14567276402866464,178,14,0,2.1122002523194054,-2.1122002523194054,84.2723126297037
Stephen Paea,2016,DI,CLV,13,0.1543798296430152,135,13,1,2.1059030335602964,-1.1059030335602964,64.10551570922303
Jeremiah Attaochu,2016,ED,SD,8,0.15441083015727292,125,12,2,2.084622993439627,-0.08462299343962698,59.962880767111784
J.J. Watt,2016,DI,HST,3,0.23302026021399816,88,9,2,2.049216160270978,-0.04921616027097819,42.94324908523233
Alec Ogletree,2016,LB,LA,16,0.16604531976354825,120,12,0,2.0431514156089077,-2.0431514156089077,58.73279830522847
Christian Covington,2016,DI,HST,16,0.1737647571263435,197,12,1,2.043069258818446,-1.0430692588184458,96.42355448778552
Kiko Alonso,2016,LB,MIA,15,0.1863427332015819,60,11,0,2.0323815473562097,-2.0323815473562097,29.522015724877065
Akeem Spence,2016,DI,TB,16,0.15492715094849116,164,12,1,2.029319574602399,-1.029319574602399,80.81526539856702
Jonathan Babineaux,2016,DI,ATL,16,0.15623946527061958,245,14,0,2.0172313581391874,-2.0172313581391874,121.45359480530898
Ryan Delaire,2016,ED,CAR,6,0.14118254046857154,83,14,1,2.0017059088876996,-1.0017059088876996,41.46463255739757
Akeem Ayers,2016,ED,IND,16,0.1743224456229952,135,12,2,1.9968465090255019,0.00315349097449813,67.60659839893378
Jarran Reed,2016,DI,SEA,15,0.17416626308520305,216,11,3,1.9882941021526868,1.0117058978473132,108.63584002293275
Kyle Emanuel,2016,ED,SD,16,0.16855037557781521,172,12,0,1.9715230077865964,-1.9715230077865964,87.24219769218021
Mitch Unrein,2016,DI,CHI,13,0.16143631092130042,202,12,1,1.9710829031715902,-0.9710829031715902,102.48173715827474
David Harris,2016,LB,NYJ,15,0.17461560806221305,110,12,1,1.9445644407775993,-0.9445644407775993,56.567937628239676
Avery Williamson,2016,LB,TEN,16,0.14558769475215136,124,13,1,1.942219748898812,-0.942219748898812,63.84447489544104
Aaron Lynch,2016,ED,SF,7,0.18262304629167095,90,12,2,1.9301689087030287,0.06983109129697129,46.62804358426602
Abry Jones,2016,DI,JAX,15,0.1700261044043152,191,13,1,1.92525743651517,-0.92525743651517,99.20751187733174
Wallace Gilberry,2016,ED,CIN,5,0.1451598384455759,102,13,3,1.9079050716399653,1.0920949283600347,53.461779370566134
Demario Davis,2016,LB,CLV,13,0.15283987106701366,64,12,2,1.8977010318888123,0.10229896811118766,33.72501723113876
Hassan Ridgeway,2016,DI,IND,16,0.15949245306448828,215,13,2,1.8935470968241828,0.10645290317581724,113.54351859565229
Shea McClellin,2016,ED,NE,14,0.16241041359109554,105,11,1,1.8887005763891083,-0.8887005763891083,55.5937777076042
Zach Kerr,2016,DI,IND,12,0.16626403282140217,185,11,3,1.8865910297215962,1.1134089702784038,98.0604683715158
Dan McCullers,2016,DI,PIT,16,0.19795841345964144,82,9,1,1.8812778362529687,-0.8812778362529687,43.58739491840468
Wesley Woodyard,2016,LB,TEN,14,0.13789205283757777,66,13,1,1.8664573747058366,-0.8664573747058366,35.36110756903942
Tank Carradine,2016,ED,SF,11,0.14336769550704503,78,12,0,1.857439825407544,-1.857439825407544,41.993285022240705
David Parry,2016,DI,IND,16,0.1585410712102409,300,11,3,1.8038631593586076,1.1961368406413924,166.30973277744073
Kyler Fackrell,2016,ED,GB,13,0.16040103359968266,94,12,2,1.8016233712297771,0.19837662877022288,52.175166852901214
Dean Lowry,2016,DI,GB,13,0.14518281022578305,89,13,2,1.7695306212127118,0.23046937878728824,50.295823611690686
Mike Catapano,2016,ED,NYJ,11,0.17703065380017996,109,9,0,1.761247086468852,-1.761247086468852,61.88796611072644
Jamie Collins Sr.,2016,LB,CLV,8,0.15622686607537464,85,11,2,1.724103200937576,0.2758967990624239,49.30099309239526
Michael Brockers,2016,DI,LA,14,0.16387739418042055,201,11,0,1.7200575418008301,-1.7200575418008301,116.85655573450246
David Onyemata,2016,DI,NO,16,0.16328407622081278,214,10,0,1.7124981812294215,-1.7124981812294215,124.96363636799136
