team,season,drives,d_3_and_out,d_fg,d_td,d_3_and_out_rate,d_fg_rate,d_td_rate
SEA,2021,176,36,31,40,0.20454545454545456,0.17613636363636365,0.22727272727272727
TEN,2021,181,37,38,38,0.20441988950276244,0.20994475138121546,0.20994475138121546
JAX,2021,164,32,35,46,0.1951219512195122,0.21341463414634146,0.2804878048780488
NYJ,2021,175,34,39,56,0.19428571428571428,0.22285714285714286,0.32
MIN,2021,185,34,39,42,0.1837837837837838,0.21081081081081082,0.22702702702702704
KC,2021,160,29,21,42,0.18125,0.13125,0.2625
DET,2021,161,28,37,50,0.17391304347826086,0.22981366459627328,0.3105590062111801
PIT,2020,181,57,23,35,0.3149171270718232,0.1270718232044199,0.19337016574585636
LA,2020,176,53,25,29,0.30113636363636365,0.14204545454545456,0.16477272727272727
SF,2020,169,46,36,37,0.27218934911242604,0.21301775147928995,0.21893491124260356
PHI,2020,180,47,32,47,0.2611111111111111,0.17777777777777778,0.2611111111111111
LAC,2020,161,40,31,45,0.2484472049689441,0.19254658385093168,0.2795031055900621
CHI,2020,166,41,35,39,0.2469879518072289,0.21084337349397592,0.23493975903614459
DEN,2020,172,42,42,43,0.2441860465116279,0.2441860465116279,0.25
WAS,2020,179,43,27,35,0.24022346368715083,0.15083798882681565,0.19553072625698323
SEA,2020,166,39,33,40,0.23493975903614459,0.19879518072289157,0.24096385542168675
NO,2020,170,39,25,39,0.22941176470588234,0.14705882352941177,0.22941176470588234
LV,2020,157,36,39,51,0.22929936305732485,0.2484076433121019,0.3248407643312102
CIN,2020,166,37,36,44,0.22289156626506024,0.21686746987951808,0.26506024096385544
ARI,2020,163,35,28,39,0.2147239263803681,0.17177914110429449,0.2392638036809816
GB,2020,154,33,26,39,0.21428571428571427,0.16883116883116883,0.2532467532467532
IND,2020,160,34,21,40,0.2125,0.13125,0.25
TB,2020,170,36,25,39,0.21176470588235294,0.14705882352941177,0.22941176470588234
BUF,2020,166,35,23,43,0.21084337349397592,0.13855421686746988,0.25903614457831325
MIA,2020,169,35,21,38,0.20710059171597633,0.1242603550295858,0.22485207100591717
BAL,2020,162,33,23,34,0.2037037037037037,0.1419753086419753,0.20987654320987653
NE,2020,148,30,26,39,0.20270270270270271,0.17567567567567569,0.2635135135135135
NYJ,2020,163,32,32,49,0.19631901840490798,0.19631901840490798,0.3006134969325153
KC,2020,158,31,23,43,0.1962025316455696,0.14556962025316456,0.2721518987341772
CLE,2020,153,30,23,47,0.19607843137254902,0.1503267973856209,0.30718954248366015
NYG,2020,155,29,35,36,0.1870967741935484,0.22580645161290322,0.23225806451612904
HOU,2020,156,29,31,54,0.1858974358974359,0.1987179487179487,0.34615384615384615
ATL,2020,162,30,25,48,0.18518518518518517,0.15432098765432098,0.2962962962962963
DAL,2020,169,29,26,54,0.17159763313609466,0.15384615384615385,0.31952662721893493
JAX,2020,170,29,39,57,0.17058823529411765,0.22941176470588234,0.3352941176470588
MIN,2020,156,25,36,49,0.16025641025641027,0.23076923076923078,0.3141025641025641
DET,2020,157,24,20,65,0.15286624203821655,0.12738853503184713,0.4140127388535032
TEN,2020,159,22,21,54,0.13836477987421383,0.1320754716981132,0.33962264150943394
CAR,2020,145,20,28,44,0.13793103448275862,0.19310344827586207,0.30344827586206896
PHI,2019,179,56,27,38,0.3128491620111732,0.15083798882681565,0.2122905027932961
CHI,2019,171,50,30,33,0.29239766081871343,0.17543859649122806,0.19298245614035087
SF,2019,173,50,19,34,0.28901734104046245,0.10982658959537572,0.19653179190751446
NE,2019,184,51,18,20,0.27717391304347827,0.09782608695652174,0.10869565217391304
BUF,2019,174,48,26,27,0.27586206896551724,0.14942528735632185,0.15517241379310345
NO,2019,168,44,22,38,0.2619047619047619,0.13095238095238096,0.2261904761904762
CAR,2019,181,47,32,52,0.2596685082872928,0.17679558011049723,0.287292817679558
LA,2019,172,44,28,38,0.2558139534883721,0.16279069767441862,0.22093023255813954
NYG,2019,176,45,31,49,0.2556818181818182,0.17613636363636365,0.2784090909090909
DAL,2019,164,41,32,35,0.25,0.1951219512195122,0.21341463414634146
NYJ,2019,181,45,32,37,0.24861878453038674,0.17679558011049723,0.20441988950276244
PIT,2019,181,45,31,30,0.24861878453038674,0.1712707182320442,0.16574585635359115
CIN,2019,163,40,30,42,0.24539877300613497,0.18404907975460122,0.25766871165644173
TEN,2019,180,43,27,39,0.2388888888888889,0.15,0.21666666666666667
TB,2019,188,44,42,41,0.23404255319148937,0.22340425531914893,0.21808510638297873
GB,2019,169,39,31,33,0.23076923076923078,0.1834319526627219,0.1952662721893491
DET,2019,170,39,32,46,0.22941176470588234,0.18823529411764706,0.27058823529411763
LV,2019,156,35,26,48,0.22435897435897437,0.16666666666666666,0.3076923076923077
SEA,2019,170,38,33,41,0.2235294117647059,0.19411764705882353,0.2411764705882353
CLE,2019,169,37,30,44,0.21893491124260356,0.17751479289940827,0.2603550295857988
MIA,2019,172,36,36,53,0.20930232558139536,0.20930232558139536,0.3081395348837209
BAL,2019,159,33,31,27,0.20754716981132076,0.1949685534591195,0.16981132075471697
DEN,2019,160,33,37,27,0.20625,0.23125,0.16875
MIN,2019,170,35,32,31,0.20588235294117646,0.18823529411764706,0.18235294117647058
IND,2019,160,32,31,37,0.2,0.19375,0.23125
ATL,2019,156,31,32,41,0.1987179487179487,0.20512820512820512,0.26282051282051283
ARI,2019,162,32,31,46,0.19753086419753085,0.19135802469135801,0.2839506172839506
LAC,2019,152,30,31,36,0.19736842105263158,0.20394736842105263,0.23684210526315788
WAS,2019,166,32,30,48,0.1927710843373494,0.18072289156626506,0.2891566265060241
JAX,2019,169,32,27,45,0.1893491124260355,0.15976331360946747,0.26627218934911245
KC,2019,158,26,25,35,0.16455696202531644,0.15822784810126583,0.22151898734177214
HOU,2019,158,24,24,45,0.1518987341772152,0.1518987341772152,0.2848101265822785
CHI,2018,180,51,24,26,0.2833333333333333,0.13333333333333333,0.14444444444444443
BAL,2018,172,48,25,32,0.27906976744186046,0.14534883720930233,0.18604651162790697
BUF,2018,180,50,26,39,0.2777777777777778,0.14444444444444443,0.21666666666666667
ARI,2018,177,49,27,46,0.2768361581920904,0.15254237288135594,0.2598870056497175
MIN,2018,172,47,35,27,0.27325581395348836,0.20348837209302326,0.1569767441860465
JAX,2018,169,46,30,32,0.27218934911242604,0.17751479289940827,0.1893491124260355
TB,2018,168,45,21,53,0.26785714285714285,0.125,0.31547619047619047
LAC,2018,159,41,27,34,0.2578616352201258,0.16981132075471697,0.2138364779874214
NYJ,2018,187,48,39,45,0.25668449197860965,0.20855614973262032,0.24064171122994651
GB,2018,169,43,30,45,0.25443786982248523,0.17751479289940827,0.26627218934911245
DEN,2018,176,44,30,37,0.25,0.17045454545454544,0.21022727272727273
TEN,2018,160,39,28,30,0.24375,0.175,0.1875
DET,2018,161,39,28,40,0.2422360248447205,0.17391304347826086,0.2484472049689441
HOU,2018,181,43,25,36,0.23756906077348067,0.13812154696132597,0.19889502762430938
PHI,2018,170,40,37,36,0.23529411764705882,0.21764705882352942,0.21176470588235294
PIT,2018,175,41,25,40,0.2342857142857143,0.14285714285714285,0.22857142857142856
NE,2018,179,41,28,36,0.22905027932960895,0.1564245810055866,0.2011173184357542
LV,2018,163,37,30,52,0.22699386503067484,0.18404907975460122,0.31901840490797545
IND,2018,162,36,29,33,0.2222222222222222,0.17901234567901234,0.2037037037037037
WAS,2018,158,35,26,38,0.22151898734177214,0.16455696202531644,0.24050632911392406
LA,2018,173,37,28,43,0.2138728323699422,0.16184971098265896,0.24855491329479767
DAL,2018,159,34,28,34,0.2138364779874214,0.1761006289308176,0.2138364779874214
CAR,2018,160,34,22,45,0.2125,0.1375,0.28125
SF,2018,167,35,25,48,0.20958083832335328,0.1497005988023952,0.2874251497005988
CLE,2018,187,39,37,40,0.20855614973262032,0.19786096256684493,0.21390374331550802
NYG,2018,164,34,33,41,0.2073170731707317,0.20121951219512196,0.25
MIA,2018,172,35,32,48,0.20348837209302326,0.18604651162790697,0.27906976744186046
NO,2018,154,31,23,42,0.2012987012987013,0.14935064935064934,0.2727272727272727
CIN,2018,166,32,36,49,0.1927710843373494,0.21686746987951808,0.29518072289156627
ATL,2018,160,30,22,49,0.1875,0.1375,0.30625
SEA,2018,166,29,32,35,0.1746987951807229,0.1927710843373494,0.21084337349397592
KC,2018,168,25,26,49,0.1488095238095238,0.15476190476190477,0.2916666666666667
DEN,2017,184,62,27,38,0.33695652173913043,0.14673913043478262,0.20652173913043478
ARI,2017,190,60,27,36,0.3157894736842105,0.14210526315789473,0.18947368421052632
PHI,2017,182,57,26,31,0.3131868131868132,0.14285714285714285,0.17032967032967034
MIN,2017,173,54,30,23,0.31213872832369943,0.17341040462427745,0.1329479768786127
JAX,2017,192,59,22,26,0.3072916666666667,0.11458333333333333,0.13541666666666666
CIN,2017,179,53,39,33,0.29608938547486036,0.21787709497206703,0.18435754189944134
HOU,2017,181,53,33,44,0.292817679558011,0.18232044198895028,0.2430939226519337
PIT,2017,169,49,23,34,0.28994082840236685,0.13609467455621302,0.20118343195266272
NYJ,2017,186,53,29,43,0.2849462365591398,0.15591397849462366,0.23118279569892472
WAS,2017,183,52,37,36,0.28415300546448086,0.20218579234972678,0.19672131147540983
CHI,2017,165,46,31,28,0.2787878787878788,0.18787878787878787,0.1696969696969697
TEN,2017,175,48,39,32,0.2742857142857143,0.22285714285714286,0.18285714285714286
BAL,2017,186,51,31,30,0.27419354838709675,0.16666666666666666,0.16129032258064516
SF,2017,173,47,34,40,0.27167630057803466,0.19653179190751446,0.23121387283236994
SEA,2017,184,49,34,32,0.266304347826087,0.18478260869565216,0.17391304347826086
DAL,2017,162,43,25,35,0.2654320987654321,0.15432098765432098,0.21604938271604937
CLE,2017,175,46,29,42,0.26285714285714284,0.1657142857142857,0.24
ATL,2017,155,40,31,31,0.25806451612903225,0.2,0.2
LAC,2017,176,45,27,28,0.2556818181818182,0.1534090909090909,0.1590909090909091
CAR,2017,170,43,34,30,0.2529411764705882,0.2,0.17647058823529413
MIA,2017,174,44,33,40,0.25287356321839083,0.1896551724137931,0.22988505747126436
LV,2017,163,41,39,35,0.25153374233128833,0.2392638036809816,0.2147239263803681
NYG,2017,183,46,34,42,0.25136612021857924,0.18579234972677597,0.22950819672131148
DET,2017,183,45,29,39,0.2459016393442623,0.15846994535519127,0.21311475409836064
NO,2017,173,41,31,33,0.23699421965317918,0.1791907514450867,0.1907514450867052
GB,2017,166,39,33,40,0.23493975903614459,0.19879518072289157,0.24096385542168675
NE,2017,161,36,31,30,0.2236024844720497,0.19254658385093168,0.18633540372670807
LA,2017,187,41,33,36,0.2192513368983957,0.17647058823529413,0.1925133689839572
KC,2017,171,36,26,37,0.21052631578947367,0.15204678362573099,0.21637426900584794
TB,2017,163,33,29,39,0.20245398773006135,0.17791411042944785,0.2392638036809816
IND,2017,165,33,36,37,0.2,0.21818181818181817,0.22424242424242424
BUF,2017,168,33,33,36,0.19642857142857142,0.19642857142857142,0.21428571428571427
JAX,2016,177,58,41,35,0.327683615819209,0.23163841807909605,0.1977401129943503
HOU,2016,179,53,29,33,0.29608938547486036,0.16201117318435754,0.18435754189944134
DEN,2016,184,54,30,28,0.29347826086956524,0.16304347826086957,0.15217391304347827
CHI,2016,159,46,33,40,0.2893081761006289,0.20754716981132076,0.25157232704402516
ARI,2016,185,53,28,37,0.2864864864864865,0.15135135135135136,0.2
CAR,2016,184,52,41,38,0.2826086956521739,0.22282608695652173,0.20652173913043478
NYG,2016,188,53,39,25,0.28191489361702127,0.2074468085106383,0.13297872340425532
LA,2016,180,50,18,44,0.2777777777777778,0.1,0.24444444444444444
MIN,2016,171,46,30,31,0.26900584795321636,0.17543859649122806,0.18128654970760233
BUF,2016,170,45,30,40,0.2647058823529412,0.17647058823529413,0.23529411764705882
PHI,2016,173,45,33,34,0.26011560693641617,0.1907514450867052,0.19653179190751446
TEN,2016,166,43,32,35,0.25903614457831325,0.1927710843373494,0.21084337349397592
BAL,2016,179,46,20,37,0.2569832402234637,0.11173184357541899,0.20670391061452514
NE,2016,175,44,28,27,0.25142857142857145,0.16,0.15428571428571428
LAC,2016,179,45,37,40,0.25139664804469275,0.20670391061452514,0.22346368715083798
NYJ,2016,168,39,29,41,0.23214285714285715,0.17261904761904762,0.24404761904761904
CLE,2016,169,39,25,54,0.23076923076923078,0.14792899408284024,0.31952662721893493
MIA,2016,182,42,33,42,0.23076923076923078,0.1813186813186813,0.23076923076923078
CIN,2016,167,38,29,34,0.2275449101796407,0.17365269461077845,0.20359281437125748
LV,2016,181,40,24,45,0.22099447513812154,0.13259668508287292,0.24861878453038674
SEA,2016,177,39,26,32,0.22033898305084745,0.14689265536723164,0.1807909604519774
PIT,2016,172,37,30,35,0.21511627906976744,0.1744186046511628,0.20348837209302326
SF,2016,187,40,30,55,0.21390374331550802,0.16042780748663102,0.29411764705882354
TB,2016,178,38,36,39,0.21348314606741572,0.20224719101123595,0.21910112359550563
DAL,2016,164,35,32,34,0.21341463414634146,0.1951219512195122,0.2073170731707317
DET,2016,152,32,26,41,0.21052631578947367,0.17105263157894737,0.26973684210526316
ATL,2016,168,35,25,45,0.20833333333333334,0.1488095238095238,0.26785714285714285
IND,2016,166,34,38,39,0.20481927710843373,0.2289156626506024,0.23493975903614459
WAS,2016,161,31,29,41,0.19254658385093168,0.18012422360248448,0.2546583850931677
KC,2016,170,31,28,33,0.18235294117647058,0.16470588235294117,0.19411764705882353
GB,2016,165,29,29,43,0.17575757575757575,0.17575757575757575,0.2606060606060606
NO,2016,162,25,34,45,0.15432098765432098,0.20987654320987653,0.2777777777777778
NYJ,2015,186,60,29,29,0.3225806451612903,0.15591397849462366,0.15591397849462366
NE,2015,184,59,29,32,0.32065217391304346,0.15760869565217392,0.17391304347826086
HOU,2015,190,56,26,34,0.29473684210526313,0.1368421052631579,0.17894736842105263
DEN,2015,191,56,31,29,0.2931937172774869,0.16230366492146597,0.1518324607329843
TEN,2015,173,50,27,45,0.28901734104046245,0.15606936416184972,0.26011560693641617
SEA,2015,165,47,27,23,0.28484848484848485,0.16363636363636364,0.1393939393939394
CHI,2015,166,45,28,39,0.2710843373493976,0.1686746987951807,0.23493975903614459
BUF,2015,176,45,27,40,0.2556818181818182,0.1534090909090909,0.22727272727272727
IND,2015,185,47,33,43,0.25405405405405407,0.1783783783783784,0.23243243243243245
LAC,2015,170,43,34,38,0.2529411764705882,0.2,0.2235294117647059
CAR,2015,190,48,25,32,0.25263157894736843,0.13157894736842105,0.16842105263157894
MIN,2015,167,42,30,31,0.25149700598802394,0.17964071856287425,0.18562874251497005
CIN,2015,175,44,29,26,0.25142857142857145,0.1657142857142857,0.14857142857142858
PHI,2015,189,47,27,46,0.24867724867724866,0.14285714285714285,0.24338624338624337
GB,2015,177,43,27,33,0.24293785310734464,0.15254237288135594,0.1864406779661017
BAL,2015,178,43,36,39,0.24157303370786518,0.20224719101123595,0.21910112359550563
MIA,2015,178,43,29,44,0.24157303370786518,0.16292134831460675,0.24719101123595505
LA,2015,185,44,35,28,0.23783783783783785,0.1891891891891892,0.15135135135135136
DET,2015,172,40,28,45,0.23255813953488372,0.16279069767441862,0.2616279069767442
DAL,2015,164,38,36,35,0.23170731707317074,0.21951219512195122,0.21341463414634146
JAX,2015,177,41,36,44,0.23163841807909605,0.2033898305084746,0.24858757062146894
KC,2015,177,40,22,32,0.22598870056497175,0.12429378531073447,0.1807909604519774
NYG,2015,177,40,32,46,0.22598870056497175,0.1807909604519774,0.2598870056497175
NO,2015,173,39,25,57,0.2254335260115607,0.14450867052023122,0.32947976878612717
ARI,2015,178,40,26,33,0.2247191011235955,0.14606741573033707,0.1853932584269663
PIT,2015,178,40,30,35,0.2247191011235955,0.16853932584269662,0.19662921348314608
CLE,2015,168,37,34,45,0.22023809523809523,0.20238095238095238,0.26785714285714285
LV,2015,184,40,42,37,0.21739130434782608,0.22826086956521738,0.20108695652173914
ATL,2015,162,34,25,39,0.20987654320987653,0.15432098765432098,0.24074074074074073
SF,2015,169,35,36,41,0.20710059171597633,0.21301775147928995,0.24260355029585798
WAS,2015,177,34,28,40,0.192090395480226,0.15819209039548024,0.22598870056497175
TB,2015,167,31,34,43,0.18562874251497005,0.20359281437125748,0.25748502994011974
DEN,2014,191,65,28,38,0.3403141361256545,0.14659685863874344,0.19895287958115182
NYJ,2014,171,56,31,40,0.32748538011695905,0.18128654970760233,0.23391812865497075
IND,2014,190,60,18,41,0.3157894736842105,0.09473684210526316,0.21578947368421053
BAL,2014,174,51,36,29,0.29310344827586204,0.20689655172413793,0.16666666666666666
CAR,2014,167,48,25,37,0.2874251497005988,0.1497005988023952,0.2215568862275449
BUF,2014,191,53,36,26,0.2774869109947644,0.18848167539267016,0.13612565445026178
DET,2014,174,48,21,31,0.27586206896551724,0.1206896551724138,0.1781609195402299
LV,2014,187,50,38,46,0.26737967914438504,0.20320855614973263,0.24598930481283424
PHI,2014,201,53,27,44,0.263681592039801,0.13432835820895522,0.21890547263681592
NYG,2014,180,47,31,40,0.2611111111111111,0.17222222222222222,0.2222222222222222
SEA,2014,162,42,22,24,0.25925925925925924,0.13580246913580246,0.14814814814814814
SF,2014,166,43,19,36,0.25903614457831325,0.1144578313253012,0.21686746987951808
KC,2014,169,42,36,26,0.2485207100591716,0.21301775147928995,0.15384615384615385
ARI,2014,179,44,32,31,0.24581005586592178,0.1787709497206704,0.17318435754189945
LAC,2014,176,43,34,35,0.24431818181818182,0.19318181818181818,0.19886363636363635
WAS,2014,176,43,26,46,0.24431818181818182,0.14772727272727273,0.26136363636363635
CIN,2014,177,43,31,34,0.24293785310734464,0.1751412429378531,0.192090395480226
PIT,2014,166,40,32,38,0.24096385542168675,0.1927710843373494,0.2289156626506024
MIN,2014,166,38,31,35,0.2289156626506024,0.18674698795180722,0.21084337349397592
LA,2014,172,38,28,30,0.22093023255813954,0.16279069767441862,0.1744186046511628
NE,2014,173,38,36,30,0.21965317919075145,0.20809248554913296,0.17341040462427745
DAL,2014,172,37,18,40,0.21511627906976744,0.10465116279069768,0.23255813953488372
CLE,2014,185,39,29,33,0.21081081081081082,0.15675675675675677,0.1783783783783784
HOU,2014,190,40,22,34,0.21052631578947367,0.11578947368421053,0.17894736842105263
MIA,2014,171,36,33,39,0.21052631578947367,0.19298245614035087,0.22807017543859648
TEN,2014,179,36,37,45,0.2011173184357542,0.20670391061452514,0.25139664804469275
TB,2014,171,34,34,43,0.19883040935672514,0.19883040935672514,0.25146198830409355
GB,2014,169,32,24,37,0.1893491124260355,0.14201183431952663,0.21893491124260356
JAX,2014,179,33,35,39,0.18435754189944134,0.19553072625698323,0.21787709497206703
CHI,2014,166,30,38,46,0.18072289156626506,0.2289156626506024,0.27710843373493976
ATL,2014,157,27,35,40,0.17197452229299362,0.2229299363057325,0.25477707006369427
NO,2014,161,27,30,42,0.16770186335403728,0.18633540372670807,0.2608695652173913
CIN,2013,191,61,29,28,0.3193717277486911,0.1518324607329843,0.14659685863874344
ARI,2013,195,61,31,33,0.3128205128205128,0.15897435897435896,0.16923076923076924
CLE,2013,188,58,31,41,0.30851063829787234,0.16489361702127658,0.21808510638297873
HOU,2013,186,57,35,40,0.3064516129032258,0.1881720430107527,0.21505376344086022
NO,2013,173,53,28,29,0.3063583815028902,0.16184971098265896,0.1676300578034682
CAR,2013,170,51,34,21,0.3,0.2,0.12352941176470589
DET,2013,188,56,40,34,0.2978723404255319,0.2127659574468085,0.18085106382978725
SF,2013,183,54,24,30,0.29508196721311475,0.13114754098360656,0.16393442622950818
BAL,2013,193,56,34,31,0.29015544041450775,0.17616580310880828,0.16062176165803108
BUF,2013,206,59,35,38,0.28640776699029125,0.16990291262135923,0.18446601941747573
LV,2013,179,51,26,48,0.2849162011173184,0.1452513966480447,0.2681564245810056
MIA,2013,179,49,39,31,0.2737430167597765,0.21787709497206703,0.17318435754189945
MIN,2013,183,49,29,48,0.2677595628415301,0.15846994535519127,0.26229508196721313
NYG,2013,189,49,28,33,0.25925925925925924,0.14814814814814814,0.1746031746031746
PIT,2013,182,47,30,39,0.25824175824175827,0.16483516483516483,0.21428571428571427
LA,2013,177,45,25,39,0.2542372881355932,0.14124293785310735,0.22033898305084745
SEA,2013,177,45,27,20,0.2542372881355932,0.15254237288135594,0.11299435028248588
IND,2013,174,44,27,35,0.25287356321839083,0.15517241379310345,0.20114942528735633
NYJ,2013,182,46,37,35,0.25274725274725274,0.2032967032967033,0.19230769230769232
KC,2013,198,50,27,34,0.25252525252525254,0.13636363636363635,0.1717171717171717
TEN,2013,180,45,38,36,0.25,0.2111111111111111,0.2
DEN,2013,200,48,25,44,0.24,0.125,0.22
JAX,2013,186,44,28,49,0.23655913978494625,0.15053763440860216,0.26344086021505375
GB,2013,174,40,29,46,0.22988505747126436,0.16666666666666666,0.26436781609195403
TB,2013,175,40,29,40,0.22857142857142856,0.1657142857142857,0.22857142857142856
NE,2013,188,42,26,36,0.22340425531914893,0.13829787234042554,0.19148936170212766
ATL,2013,166,36,34,45,0.21686746987951808,0.20481927710843373,0.2710843373493976
WAS,2013,185,40,25,52,0.21621621621621623,0.13513513513513514,0.2810810810810811
LAC,2013,162,35,30,36,0.21604938271604937,0.18518518518518517,0.2222222222222222
PHI,2013,186,39,31,37,0.20967741935483872,0.16666666666666666,0.1989247311827957
CHI,2013,172,30,30,47,0.1744186046511628,0.1744186046511628,0.27325581395348836
DAL,2013,179,31,27,49,0.17318435754189945,0.15083798882681565,0.2737430167597765
DEN,2012,183,63,24,29,0.3442622950819672,0.13114754098360656,0.15846994535519127
ARI,2012,199,65,34,32,0.32663316582914576,0.1708542713567839,0.16080402010050251
BAL,2012,186,57,38,30,0.3064516129032258,0.20430107526881722,0.16129032258064516
LAC,2012,175,53,20,38,0.3028571428571429,0.11428571428571428,0.21714285714285714
NYJ,2012,182,55,31,37,0.3021978021978022,0.17032967032967034,0.2032967032967033
LV,2012,174,52,36,46,0.2988505747126437,0.20689655172413793,0.26436781609195403
SEA,2012,161,46,22,23,0.2857142857142857,0.13664596273291926,0.14285714285714285
DET,2012,181,51,41,38,0.281767955801105,0.2265193370165746,0.20994475138121546
KC,2012,167,47,38,39,0.281437125748503,0.2275449101796407,0.23353293413173654
PIT,2012,171,48,31,28,0.2807017543859649,0.18128654970760233,0.16374269005847952
HOU,2012,193,53,24,34,0.27461139896373055,0.12435233160621761,0.17616580310880828
PHI,2012,171,46,28,44,0.26900584795321636,0.16374269005847952,0.2573099415204678
MIA,2012,177,47,40,28,0.2655367231638418,0.22598870056497175,0.15819209039548024
CIN,2012,181,48,30,29,0.26519337016574585,0.16574585635359115,0.16022099447513813
GB,2012,181,48,29,35,0.26519337016574585,0.16022099447513813,0.19337016574585636
SF,2012,168,44,25,26,0.2619047619047619,0.1488095238095238,0.15476190476190477
CHI,2012,188,49,26,24,0.26063829787234044,0.13829787234042554,0.1276595744680851
TB,2012,181,47,27,40,0.2596685082872928,0.14917127071823205,0.22099447513812154
CLE,2012,186,48,23,40,0.25806451612903225,0.12365591397849462,0.21505376344086022
DAL,2012,166,42,33,39,0.25301204819277107,0.19879518072289157,0.23493975903614459
LA,2012,175,44,36,33,0.25142857142857145,0.2057142857142857,0.18857142857142858
MIN,2012,175,44,28,37,0.25142857142857145,0.16,0.21142857142857144
IND,2012,172,42,40,37,0.2441860465116279,0.23255813953488372,0.21511627906976744
WAS,2012,175,40,29,42,0.22857142857142856,0.1657142857142857,0.24
JAX,2012,176,40,41,39,0.22727272727272727,0.23295454545454544,0.2215909090909091
NE,2012,189,40,22,37,0.21164021164021163,0.1164021164021164,0.19576719576719576
ATL,2012,177,37,32,30,0.20903954802259886,0.1807909604519774,0.1694915254237288
CAR,2012,169,35,37,32,0.20710059171597633,0.21893491124260356,0.1893491124260355
BUF,2012,175,36,25,48,0.2057142857142857,0.14285714285714285,0.2742857142857143
NO,2012,180,36,33,48,0.2,0.18333333333333332,0.26666666666666666
TEN,2012,180,32,31,46,0.17777777777777778,0.17222222222222222,0.25555555555555554
NYG,2012,161,28,29,35,0.17391304347826086,0.18012422360248448,0.21739130434782608
CIN,2011,190,64,27,34,0.3368421052631579,0.14210526315789473,0.17894736842105263
JAX,2011,182,61,27,35,0.33516483516483514,0.14835164835164835,0.19230769230769232
PIT,2011,165,52,27,22,0.3151515151515151,0.16363636363636364,0.13333333333333333
NYJ,2011,198,62,29,32,0.31313131313131315,0.14646464646464646,0.16161616161616163
ATL,2011,174,53,27,34,0.3045977011494253,0.15517241379310345,0.19540229885057472
