team,season,drives,d_3_and_out,d_fg,d_td,d_3_and_out_rate,d_fg_rate,d_td_rate
HOU,2022,189,54,31,27,0.2857142857142857,0.164021164021164,0.14285714285714285
LA,2022,164,47,29,30,0.2865853658536585,0.17682926829268292,0.18292682926829268
NE,2022,178,53,36,31,0.29775280898876405,0.20224719101123595,0.17415730337078653
DEN,2022,192,58,36,29,0.3020833333333333,0.1875,0.15104166666666666
CAR,2022,179,56,33,32,0.3128491620111732,0.18435754189944134,0.1787709497206704
TEN,2022,182,60,23,32,0.32967032967032966,0.12637362637362637,0.17582417582417584
KC,2021,157,22,32,53,0.14012738853503184,0.20382165605095542,0.3375796178343949
LA,2021,168,28,34,51,0.16666666666666666,0.20238095238095238,0.30357142857142855
NE,2021,164,28,38,48,0.17073170731707318,0.23170731707317074,0.2926829268292683
BUF,2021,175,30,32,56,0.17142857142857143,0.18285714285714286,0.32
BAL,2021,182,32,34,38,0.17582417582417584,0.18681318681318682,0.2087912087912088
LV,2021,178,33,40,37,0.1853932584269663,0.2247191011235955,0.20786516853932585
LAC,2021,166,31,26,56,0.18674698795180722,0.1566265060240964,0.3373493975903614
TB,2021,182,34,30,61,0.18681318681318682,0.16483516483516483,0.33516483516483514
ARI,2021,171,33,37,50,0.19298245614035087,0.21637426900584794,0.29239766081871343
GB,2021,158,31,32,52,0.1962025316455696,0.20253164556962025,0.3291139240506329
ATL,2021,170,34,27,31,0.2,0.1588235294117647,0.18235294117647058
PHI,2021,163,33,33,44,0.20245398773006135,0.20245398773006135,0.26993865030674846
SF,2021,172,35,29,48,0.20348837209302326,0.1686046511627907,0.27906976744186046
TEN,2021,174,36,31,45,0.20689655172413793,0.1781609195402299,0.25862068965517243
CHI,2021,171,37,28,29,0.21637426900584794,0.16374269005847952,0.1695906432748538
CIN,2021,180,39,31,52,0.21666666666666667,0.17222222222222222,0.28888888888888886
IND,2021,172,38,35,49,0.22093023255813954,0.20348837209302326,0.28488372093023256
NYG,2021,178,40,32,22,0.2247191011235955,0.1797752808988764,0.12359550561797752
WAS,2021,169,38,31,34,0.22485207100591717,0.1834319526627219,0.20118343195266272
DET,2021,173,40,29,33,0.23121387283236994,0.1676300578034682,0.1907514450867052
CLE,2021,167,39,21,40,0.23353293413173654,0.12574850299401197,0.23952095808383234
DAL,2021,183,43,35,55,0.23497267759562843,0.1912568306010929,0.3005464480874317
DEN,2021,163,40,31,36,0.24539877300613497,0.1901840490797546,0.22085889570552147
CAR,2021,188,48,28,31,0.2553191489361702,0.14893617021276595,0.16489361702127658
PIT,2021,183,47,37,33,0.2568306010928962,0.20218579234972678,0.18032786885245902
SEA,2021,180,47,22,48,0.2611111111111111,0.12222222222222222,0.26666666666666666
MIA,2021,176,46,29,33,0.26136363636363635,0.16477272727272727,0.1875
NO,2021,184,49,29,41,0.266304347826087,0.15760869565217392,0.22282608695652173
NYJ,2021,180,48,27,34,0.26666666666666666,0.15,0.18888888888888888
JAX,2021,170,49,27,25,0.28823529411764703,0.1588235294117647,0.14705882352941177
MIN,2021,185,56,33,44,0.3027027027027027,0.1783783783783784,0.23783783783783785
HOU,2021,182,57,26,28,0.3131868131868132,0.14285714285714285,0.15384615384615385
CAR,2020,151,23,34,35,0.152317880794702,0.2251655629139073,0.23178807947019867
BUF,2020,154,24,34,56,0.15584415584415584,0.22077922077922077,0.36363636363636365
KC,2020,153,24,27,53,0.1568627450980392,0.17647058823529413,0.3464052287581699
CLE,2020,151,24,22,47,0.15894039735099338,0.1456953642384106,0.31125827814569534
IND,2020,155,26,36,44,0.16774193548387098,0.23225806451612904,0.2838709677419355
LV,2020,157,27,32,46,0.17197452229299362,0.20382165605095542,0.2929936305732484
DAL,2020,173,31,40,39,0.1791907514450867,0.23121387283236994,0.2254335260115607
MIN,2020,169,31,21,55,0.1834319526627219,0.1242603550295858,0.3254437869822485
HOU,2020,155,29,29,43,0.1870967741935484,0.1870967741935484,0.27741935483870966
TEN,2020,160,30,28,59,0.1875,0.175,0.36875
TB,2020,163,31,29,57,0.1901840490797546,0.17791411042944785,0.3496932515337423
ARI,2020,168,32,25,49,0.19047619047619047,0.1488095238095238,0.2916666666666667
GB,2020,147,28,15,64,0.19047619047619047,0.10204081632653061,0.43537414965986393
DET,2020,161,31,26,43,0.19254658385093168,0.16149068322981366,0.2670807453416149
NE,2020,145,28,26,32,0.19310344827586207,0.1793103448275862,0.2206896551724138
JAX,2020,166,33,22,34,0.19879518072289157,0.13253012048192772,0.20481927710843373
SEA,2020,166,34,24,55,0.20481927710843373,0.14457831325301204,0.3313253012048193
SF,2020,176,37,26,44,0.21022727272727273,0.14772727272727273,0.25
NYG,2020,153,33,32,25,0.21568627450980393,0.20915032679738563,0.16339869281045752
LAC,2020,164,36,32,43,0.21951219512195122,0.1951219512195122,0.2621951219512195
CHI,2020,168,38,31,38,0.2261904761904762,0.18452380952380953,0.2261904761904762
BAL,2020,159,36,26,51,0.22641509433962265,0.16352201257861634,0.32075471698113206
NO,2020,166,38,27,57,0.2289156626506024,0.16265060240963855,0.3433734939759036
ATL,2020,165,38,39,40,0.23030303030303031,0.23636363636363636,0.24242424242424243
LA,2020,172,41,29,39,0.23837209302325582,0.1686046511627907,0.22674418604651161
DEN,2020,181,44,35,33,0.2430939226519337,0.19337016574585636,0.18232044198895028
PHI,2020,185,45,18,37,0.24324324324324326,0.0972972972972973,0.2
WAS,2020,173,48,34,34,0.2774566473988439,0.19653179190751446,0.19653179190751446
NYJ,2020,170,49,26,25,0.28823529411764703,0.15294117647058825,0.14705882352941177
PIT,2020,175,51,24,47,0.2914285714285714,0.13714285714285715,0.26857142857142857
MIA,2020,168,50,35,39,0.2976190476190476,0.20833333333333334,0.23214285714285715
CIN,2020,169,51,32,32,0.30177514792899407,0.1893491124260355,0.1893491124260355
BAL,2019,150,21,29,58,0.14,0.19333333333333333,0.38666666666666666
HOU,2019,160,25,25,44,0.15625,0.15625,0.275
LAC,2019,153,25,32,36,0.16339869281045752,0.20915032679738563,0.23529411764705882
TB,2019,188,31,34,48,0.16489361702127658,0.18085106382978725,0.2553191489361702
DAL,2019,167,29,40,48,0.17365269461077845,0.23952095808383234,0.2874251497005988
ATL,2019,161,28,38,39,0.17391304347826086,0.2360248447204969,0.2422360248447205
KC,2019,151,27,37,46,0.17880794701986755,0.24503311258278146,0.304635761589404
LV,2019,157,30,26,34,0.1910828025477707,0.16560509554140126,0.21656050955414013
IND,2019,155,31,29,39,0.2,0.1870967741935484,0.25161290322580643
PHI,2019,179,36,26,43,0.2011173184357542,0.1452513966480447,0.24022346368715083
SF,2019,170,35,35,51,0.20588235294117646,0.20588235294117646,0.3
MIA,2019,173,37,28,31,0.2138728323699422,0.16184971098265896,0.1791907514450867
NO,2019,158,34,33,48,0.21518987341772153,0.2088607594936709,0.3037974683544304
MIN,2019,166,36,29,45,0.21686746987951808,0.1746987951807229,0.2710843373493976
NYG,2019,181,41,17,41,0.2265193370165746,0.09392265193370165,0.2265193370165746
CAR,2019,187,45,30,37,0.24064171122994651,0.16042780748663102,0.19786096256684493
NE,2019,181,44,34,42,0.2430939226519337,0.1878453038674033,0.23204419889502761
SEA,2019,176,43,27,45,0.24431818181818182,0.1534090909090909,0.2556818181818182
CLE,2019,175,43,28,36,0.24571428571428572,0.16,0.2057142857142857
TEN,2019,170,42,16,50,0.24705882352941178,0.09411764705882353,0.29411764705882354
DET,2019,174,44,31,35,0.25287356321839083,0.1781609195402299,0.20114942528735633
GB,2019,165,42,22,43,0.2545454545454545,0.13333333333333333,0.2606060606060606
LA,2019,176,45,32,42,0.2556818181818182,0.18181818181818182,0.23863636363636365
ARI,2019,167,43,33,38,0.25748502994011974,0.19760479041916168,0.2275449101796407
PIT,2019,178,46,31,25,0.25842696629213485,0.17415730337078653,0.1404494382022472
JAX,2019,169,44,33,27,0.2603550295857988,0.1952662721893491,0.15976331360946747
CIN,2019,172,45,30,26,0.2616279069767442,0.1744186046511628,0.1511627906976744
BUF,2019,172,46,25,34,0.26744186046511625,0.14534883720930233,0.19767441860465115
DEN,2019,165,49,34,27,0.296969696969697,0.20606060606060606,0.16363636363636364
CHI,2019,168,54,26,28,0.32142857142857145,0.15476190476190477,0.16666666666666666
WAS,2019,169,56,30,25,0.33136094674556216,0.17751479289940827,0.14792899408284024
NYJ,2019,178,60,26,25,0.33707865168539325,0.14606741573033707,0.1404494382022472
LA,2018,165,20,40,55,0.12121212121212122,0.24242424242424243,0.3333333333333333
TB,2018,176,28,27,47,0.1590909090909091,0.1534090909090909,0.26704545454545453
NO,2018,152,25,30,59,0.16447368421052633,0.19736842105263158,0.3881578947368421
KC,2018,160,29,27,66,0.18125,0.16875,0.4125
PIT,2018,168,33,23,50,0.19642857142857142,0.13690476190476192,0.2976190476190476
BAL,2018,166,33,38,37,0.19879518072289157,0.2289156626506024,0.22289156626506024
DET,2018,165,33,32,33,0.2,0.19393939393939394,0.2
ATL,2018,162,33,25,47,0.2037037037037037,0.15432098765432098,0.29012345679012347
IND,2018,170,35,26,52,0.20588235294117646,0.15294117647058825,0.3058823529411765
SF,2018,170,35,33,33,0.20588235294117646,0.19411764705882353,0.19411764705882353
CAR,2018,159,33,19,45,0.20754716981132076,0.11949685534591195,0.2830188679245283
NE,2018,168,35,31,47,0.20833333333333334,0.18452380952380953,0.27976190476190477
CHI,2018,170,37,30,44,0.21764705882352942,0.17647058823529413,0.25882352941176473
GB,2018,170,37,35,39,0.21764705882352942,0.20588235294117646,0.22941176470588234
DAL,2018,159,35,36,35,0.22012578616352202,0.22641509433962265,0.22012578616352202
LAC,2018,163,36,29,48,0.22085889570552147,0.17791411042944785,0.294478527607362
TEN,2018,160,36,30,31,0.225,0.1875,0.19375
PHI,2018,166,39,31,40,0.23493975903614459,0.18674698795180722,0.24096385542168675
DEN,2018,177,42,24,37,0.23728813559322035,0.13559322033898305,0.20903954802259886
CLE,2018,191,46,23,44,0.24083769633507854,0.12041884816753927,0.23036649214659685
HOU,2018,171,42,38,37,0.24561403508771928,0.2222222222222222,0.21637426900584794
JAX,2018,176,44,26,22,0.25,0.14772727272727273,0.125
NYG,2018,170,43,33,35,0.2529411764705882,0.19411764705882353,0.20588235294117646
WAS,2018,161,42,26,28,0.2608695652173913,0.16149068322981366,0.17391304347826086
LV,2018,164,43,30,27,0.2621951219512195,0.18292682926829268,0.16463414634146342
CIN,2018,160,42,22,40,0.2625,0.1375,0.25
MIN,2018,179,47,30,39,0.26256983240223464,0.16759776536312848,0.21787709497206703
MIA,2018,173,48,19,33,0.2774566473988439,0.10982658959537572,0.1907514450867052
BUF,2018,188,53,28,28,0.28191489361702127,0.14893617021276595,0.14893617021276595
ARI,2018,180,57,17,24,0.31666666666666665,0.09444444444444444,0.13333333333333333
SEA,2018,166,53,22,49,0.3192771084337349,0.13253012048192772,0.29518072289156627
NYJ,2018,189,64,34,29,0.3386243386243386,0.17989417989417988,0.15343915343915343
LAC,2017,167,31,28,38,0.18562874251497005,0.16766467065868262,0.2275449101796407
ATL,2017,153,30,37,33,0.19607843137254902,0.24183006535947713,0.21568627450980393
NE,2017,164,33,40,48,0.20121951219512196,0.24390243902439024,0.2926829268292683
PIT,2017,164,33,35,41,0.20121951219512196,0.21341463414634146,0.25
NO,2017,163,33,34,46,0.20245398773006135,0.2085889570552147,0.2822085889570552
TB,2017,169,37,32,34,0.21893491124260356,0.1893491124260355,0.20118343195266272
DAL,2017,163,37,28,40,0.22699386503067484,0.17177914110429449,0.24539877300613497
SF,2017,176,41,38,29,0.23295454545454544,0.2159090909090909,0.16477272727272727
PHI,2017,180,44,34,47,0.24444444444444444,0.18888888888888888,0.2611111111111111
GB,2017,167,41,19,37,0.24550898203592814,0.11377245508982035,0.2215568862275449
MIN,2017,173,44,38,40,0.2543352601156069,0.21965317919075145,0.23121387283236994
DET,2017,179,46,35,39,0.2569832402234637,0.19553072625698323,0.21787709497206703
MIA,2017,181,47,23,28,0.2596685082872928,0.1270718232044199,0.15469613259668508
KC,2017,169,44,44,38,0.2603550295857988,0.2603550295857988,0.22485207100591717
DEN,2017,184,48,32,27,0.2608695652173913,0.17391304347826086,0.14673913043478262
WAS,2017,184,49,28,37,0.266304347826087,0.15217391304347827,0.20108695652173914
LV,2017,172,46,21,36,0.26744186046511625,0.12209302325581395,0.20930232558139536
BUF,2017,171,46,33,27,0.26900584795321636,0.19298245614035087,0.15789473684210525
ARI,2017,192,53,38,27,0.2760416666666667,0.19791666666666666,0.140625
JAX,2017,186,52,34,39,0.27956989247311825,0.1827956989247312,0.20967741935483872
LA,2017,174,49,43,45,0.28160919540229884,0.2471264367816092,0.25862068965517243
HOU,2017,188,53,25,35,0.28191489361702127,0.13297872340425532,0.18617021276595744
CAR,2017,168,48,29,37,0.2857142857142857,0.17261904761904762,0.22023809523809523
TEN,2017,181,52,41,32,0.287292817679558,0.2265193370165746,0.17679558011049723
BAL,2017,180,52,36,34,0.28888888888888886,0.2,0.18888888888888888
CIN,2017,172,50,19,31,0.29069767441860467,0.11046511627906977,0.18023255813953487
NYG,2017,189,58,24,26,0.30687830687830686,0.12698412698412698,0.13756613756613756
SEA,2017,182,56,25,38,0.3076923076923077,0.13736263736263737,0.2087912087912088
IND,2017,170,53,32,24,0.31176470588235294,0.18823529411764706,0.1411764705882353
CLE,2017,182,57,19,26,0.3131868131868132,0.1043956043956044,0.14285714285714285
CHI,2017,170,55,22,26,0.3235294117647059,0.12941176470588237,0.15294117647058825
NYJ,2017,184,60,29,31,0.32608695652173914,0.15760869565217392,0.16847826086956522
WAS,2016,161,26,41,42,0.16149068322981366,0.2546583850931677,0.2608695652173913
NO,2016,169,29,32,54,0.17159763313609466,0.1893491124260355,0.31952662721893493
ATL,2016,165,30,37,58,0.18181818181818182,0.22424242424242424,0.3515151515151515
TB,2016,173,34,31,37,0.19653179190751446,0.1791907514450867,0.2138728323699422
LAC,2016,176,35,30,43,0.19886363636363635,0.17045454545454544,0.24431818181818182
CAR,2016,185,37,35,37,0.2,0.1891891891891892,0.2
CHI,2016,166,34,23,29,0.20481927710843373,0.13855421686746988,0.1746987951807229
BAL,2016,179,38,33,29,0.2122905027932961,0.18435754189944134,0.16201117318435754
PHI,2016,169,37,40,32,0.21893491124260356,0.23668639053254437,0.1893491124260355
GB,2016,163,36,29,50,0.22085889570552147,0.17791411042944785,0.3067484662576687
DAL,2016,162,36,32,49,0.2222222222222222,0.19753086419753085,0.30246913580246915
KC,2016,165,37,34,34,0.22424242424242424,0.20606060606060606,0.20606060606060606
DET,2016,148,34,34,33,0.22972972972972974,0.22972972972972974,0.22297297297297297
NYJ,2016,178,41,31,26,0.2303370786516854,0.17415730337078653,0.14606741573033707
IND,2016,166,39,31,44,0.23493975903614459,0.18674698795180722,0.26506024096385544
PIT,2016,169,40,26,45,0.23668639053254437,0.15384615384615385,0.26627218934911245
CIN,2016,168,40,34,35,0.23809523809523808,0.20238095238095238,0.20833333333333334
SEA,2016,176,42,37,36,0.23863636363636365,0.21022727272727273,0.20454545454545456
MIN,2016,162,39,31,29,0.24074074074074073,0.19135802469135801,0.17901234567901234
HOU,2016,174,42,39,23,0.2413793103448276,0.22413793103448276,0.13218390804597702
CLE,2016,176,43,25,28,0.24431818181818182,0.14204545454545456,0.1590909090909091
ARI,2016,188,46,26,48,0.24468085106382978,0.13829787234042554,0.2553191489361702
BUF,2016,170,42,23,46,0.24705882352941178,0.13529411764705881,0.27058823529411763
JAX,2016,184,46,34,32,0.25,0.18478260869565216,0.17391304347826086
TEN,2016,171,43,22,44,0.25146198830409355,0.1286549707602339,0.2573099415204678
LV,2016,183,49,34,46,0.2677595628415301,0.18579234972677597,0.25136612021857924
NE,2016,168,45,32,51,0.26785714285714285,0.19047619047619047,0.30357142857142855
MIA,2016,180,56,19,41,0.3111111111111111,0.10555555555555556,0.22777777777777777
NYG,2016,182,57,21,32,0.3131868131868132,0.11538461538461539,0.17582417582417584
SF,2016,190,60,21,36,0.3157894736842105,0.11052631578947368,0.18947368421052632
DEN,2016,187,62,33,31,0.3315508021390374,0.17647058823529413,0.1657754010695187
LA,2016,185,62,22,22,0.33513513513513515,0.11891891891891893,0.11891891891891893
MIN,2015,165,27,39,32,0.16363636363636364,0.23636363636363636,0.19393939393939394
ARI,2015,165,28,27,51,0.1696969696969697,0.16363636363636364,0.3090909090909091
TB,2015,167,30,39,33,0.17964071856287425,0.23353293413173654,0.19760479041916168
PIT,2015,176,35,41,41,0.19886363636363635,0.23295454545454544,0.23295454545454544
ATL,2015,164,34,31,34,0.2073170731707317,0.18902439024390244,0.2073170731707317
BAL,2015,179,38,36,29,0.2122905027932961,0.2011173184357542,0.16201117318435754
LAC,2015,173,37,32,33,0.2138728323699422,0.18497109826589594,0.1907514450867052
NO,2015,168,36,24,48,0.21428571428571427,0.14285714285714285,0.2857142857142857
CIN,2015,170,38,28,49,0.2235294117647059,0.16470588235294117,0.28823529411764703
NE,2015,177,40,35,50,0.22598870056497175,0.1977401129943503,0.2824858757062147
SEA,2015,159,36,30,44,0.22641509433962265,0.18867924528301888,0.27672955974842767
NYG,2015,179,41,32,41,0.22905027932960895,0.1787709497206704,0.22905027932960895
CLE,2015,173,40,32,25,0.23121387283236994,0.18497109826589594,0.14450867052023122
PHI,2015,193,46,25,38,0.23834196891191708,0.12953367875647667,0.19689119170984457
CAR,2015,183,46,35,53,0.25136612021857924,0.1912568306010929,0.2896174863387978
DAL,2015,163,41,32,24,0.25153374233128833,0.19631901840490798,0.147239263803681
DET,2015,173,44,23,40,0.2543352601156069,0.1329479768786127,0.23121387283236994
SF,2015,176,45,27,23,0.2556818181818182,0.1534090909090909,0.13068181818181818
MIA,2015,179,46,16,35,0.2569832402234637,0.0893854748603352,0.19553072625698323
KC,2015,172,45,37,39,0.2616279069767442,0.21511627906976744,0.22674418604651161
WAS,2015,171,46,30,39,0.26900584795321636,0.17543859649122806,0.22807017543859648
IND,2015,182,49,25,32,0.2692307692307692,0.13736263736263737,0.17582417582417584
CHI,2015,174,47,38,34,0.27011494252873564,0.21839080459770116,0.19540229885057472
GB,2015,179,49,27,39,0.2737430167597765,0.15083798882681565,0.21787709497206703
LV,2015,184,51,26,41,0.27717391304347827,0.14130434782608695,0.22282608695652173
DEN,2015,190,53,35,32,0.2789473684210526,0.18421052631578946,0.16842105263157894
NYJ,2015,190,53,33,44,0.2789473684210526,0.1736842105263158,0.23157894736842105
JAX,2015,186,53,29,40,0.2849462365591398,0.15591397849462366,0.21505376344086022
HOU,2015,192,55,26,36,0.2864583333333333,0.13541666666666666,0.1875
TEN,2015,185,54,16,35,0.2918918918918919,0.08648648648648649,0.1891891891891892
LA,2015,185,55,30,27,0.2972972972972973,0.16216216216216217,0.14594594594594595
BUF,2015,176,53,27,42,0.30113636363636365,0.1534090909090909,0.23863636363636365
MIA,2014,170,27,37,39,0.1588235294117647,0.21764705882352942,0.22941176470588234
GB,2014,159,26,33,52,0.16352201257861634,0.20754716981132076,0.3270440251572327
NO,2014,161,28,21,46,0.17391304347826086,0.13043478260869565,0.2857142857142857
DAL,2014,170,31,29,53,0.18235294117647058,0.17058823529411765,0.31176470588235294
PIT,2014,158,30,27,41,0.189873417721519,0.17088607594936708,0.25949367088607594
BAL,2014,166,33,30,42,0.19879518072289157,0.18072289156626506,0.25301204819277107
CHI,2014,172,35,16,38,0.20348837209302326,0.09302325581395349,0.22093023255813954
PHI,2014,194,40,36,43,0.20618556701030927,0.18556701030927836,0.22164948453608246
CAR,2014,169,36,33,33,0.21301775147928995,0.1952662721893491,0.1952662721893491
SEA,2014,164,35,37,40,0.21341463414634146,0.22560975609756098,0.24390243902439024
DEN,2014,182,39,29,53,0.21428571428571427,0.15934065934065933,0.29120879120879123
SF,2014,169,37,31,30,0.21893491124260356,0.1834319526627219,0.17751479289940827
WAS,2014,186,41,26,33,0.22043010752688172,0.13978494623655913,0.1774193548387097
MIN,2014,166,37,32,28,0.22289156626506024,0.1927710843373494,0.1686746987951807
NYG,2014,187,42,24,43,0.22459893048128343,0.12834224598930483,0.22994652406417113
IND,2014,193,44,31,51,0.22797927461139897,0.16062176165803108,0.26424870466321243
CIN,2014,182,42,33,39,0.23076923076923078,0.1813186813186813,0.21428571428571427
LAC,2014,172,41,25,37,0.23837209302325582,0.14534883720930233,0.21511627906976744
KC,2014,167,40,30,36,0.23952095808383234,0.17964071856287425,0.2155688622754491
ATL,2014,167,41,29,39,0.24550898203592814,0.17365269461077845,0.23353293413173654
NE,2014,171,44,37,47,0.2573099415204678,0.21637426900584794,0.27485380116959063
LA,2014,176,46,30,31,0.26136363636363635,0.17045454545454544,0.17613636363636365
DET,2014,168,45,37,33,0.26785714285714285,0.22023809523809523,0.19642857142857142
HOU,2014,182,50,35,34,0.27472527472527475,0.19230769230769232,0.18681318681318682
ARI,2014,171,47,32,27,0.27485380116959063,0.1871345029239766,0.15789473684210525
